iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
PNS,1999,6,-4.0,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PVD,1999,6,28.5,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,1999,6,27.0,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,1999,6,-3.33333333333,3,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1999,6,10.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1999,6,-6.0,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
RST,1999,6,19.0,2,Rochester International,Rochester,MN,43.90882639,-92.49798722
SAN,1999,6,1.5,4,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1999,6,11.2,5,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SEA,1999,6,13.0,5,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1999,6,1.75,12,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1999,6,2.16666666667,6,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1999,6,-2.125,8,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1999,6,-12.0,4,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1999,6,13.0,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1999,6,6.42857142857,14,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,1999,6,31.2,5,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,1999,6,-3.0,3,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1999,6,-6.0,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
VPS,1999,6,-6.0,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
ABQ,2000,6,37.75,4,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ATL,2000,6,7.12,25,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2000,6,11.2857142857,7,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2000,6,8.0,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2000,6,-3.25,4,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIS,2000,6,11.0,1,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BNA,2000,6,26.6666666667,3,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2000,6,30.0,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2000,6,13.2,10,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2000,6,-5.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2000,6,80.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUR,2000,6,1.75,4,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2000,6,17.25,4,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHS,2000,6,2.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CID,2000,6,-4.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2000,6,56.6666666667,3,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2000,6,15.7,10,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2000,6,0.0,1,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2000,6,5.5,2,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,2000,6,-0.5,6,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2000,6,-0.666666666667,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2000,6,9.5,8,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2000,6,25.6923076923,13,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2000,6,35.2916666667,24,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2000,6,-3.64285714286,14,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2000,6,1.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2000,6,17.1428571429,7,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2000,6,45.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2000,6,42.0,1,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GSP,2000,6,-9.0,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2000,6,71.5,2,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,2000,6,28.75,4,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2000,6,2.88888888889,9,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,2000,6,25.0,2,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,2000,6,15.5,2,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2000,6,13.0,1,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2000,6,0.5,4,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2000,6,28.7857142857,14,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2000,6,20.375,16,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2000,6,90.0,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,2000,6,3.5,6,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,2000,6,1.5,4,Adams ,Little Rock,AR,34.72939611,-92.22424556
MAF,2000,6,2.0,1,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2000,6,49.4285714286,7,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2000,6,13.1111111111,9,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2000,6,7.33333333333,6,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2000,6,-3.4,5,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2000,6,-7.0,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2000,6,2.8,5,Miami International,Miami,FL,25.79325,-80.29055556
MLI,2000,6,-6.0,1,Quad City,Moline,IL,41.44852639,-90.50753917
MOB,2000,6,2.0,3,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSN,2000,6,29.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2000,6,16.0588235294,17,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2000,6,83.4,5,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2000,6,63.0,7,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2000,6,27.0,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,2000,6,18.0,1,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2000,6,28.696969697,33,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,2000,6,42.0,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2000,6,4.5,4,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2000,6,11.3,10,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2000,6,0.333333333333,15,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2000,6,15.9166666667,12,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2000,6,-2.0,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PSC,2000,6,339.0,1,Tri-Cities,Pasco,WA,46.26468028,-119.1190292
PVD,2000,6,-7.0,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2000,6,-5.75,4,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2000,6,-4.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2000,6,31.0,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2000,6,20.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2000,6,29.0,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2000,6,22.25,4,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2000,6,19.3333333333,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,2000,6,-12.0,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,2000,6,-9.0,1,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2000,6,4.63636363636,11,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2000,6,35.1,10,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2000,6,83.2,5,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2000,6,6.2,10,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2000,6,-5.66666666667,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2000,6,-7.0,4,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2000,6,14.0434782609,23,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2000,6,37.0,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,2000,6,43.9090909091,11,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2000,6,9.5,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2000,6,-16.0,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYS,2000,6,-14.0,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
ABQ,2001,6,32.0,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2001,6,3.0,3,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2001,6,10.7391304348,23,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2001,6,85.0,1,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2001,6,2.5,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2001,6,1.66666666667,3,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,2001,6,3.22222222222,9,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2001,6,12.0,15,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTV,2001,6,-8.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2001,6,-10.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2001,6,-6.0,1,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2001,6,-0.142857142857,7,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHS,2001,6,6.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CID,2001,6,17.0,3,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2001,6,80.0,1,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2001,6,40.75,12,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2001,6,3.0,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2001,6,2.5,2,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CRP,2001,6,-4.0,2,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,2001,6,4.22222222222,9,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2001,6,81.5,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2001,6,37.6666666667,6,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2001,6,11.1,10,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2001,6,14.4848484848,33,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,2001,6,1.5,2,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2001,6,-1.33333333333,6,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2001,6,39.0,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EVV,2001,6,-11.0,1,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
EWR,2001,6,27.75,12,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,2001,6,27.0,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,2001,6,-8.0,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,2001,6,-3.0,1,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GRB,2001,6,0.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,2001,6,30.6666666667,3,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2001,6,-9.0,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,2001,6,2.0,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2001,6,4.5,2,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
HSV,2001,6,0.0,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2001,6,0.75,4,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2001,6,10.6666666667,12,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2001,6,-9.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
ILM,2001,6,1.5,2,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
IND,2001,6,-6.5,4,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,2001,6,-13.0,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2001,6,16.0,1,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
LAS,2001,6,7.5,14,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2001,6,11.5882352941,17,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2001,6,8.75,4,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LFT,2001,6,27.0,1,Lafayette Regional,Lafayette,LA,30.20527972,-91.987655
LGA,2001,6,3.75,8,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,2001,6,-1.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
MCI,2001,6,-6.5,4,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2001,6,21.1666666667,6,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2001,6,8.0,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2001,6,21.6,5,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2001,6,-5.33333333333,3,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,2001,6,20.1818181818,11,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2001,6,30.75,4,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLB,2001,6,3.0,1,Melbourne International ,Melbourne,FL,28.10275,-80.64580556
MSN,2001,6,-20.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2001,6,-3.0,14,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2001,6,-0.333333333333,6,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2001,6,-3.25,4,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2001,6,4.33333333333,6,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,2001,6,-3.66666666667,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2001,6,9.33333333333,24,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2001,6,-1.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PDX,2001,6,3.0,2,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2001,6,-4.4,5,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2001,6,3.54545454545,11,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,2001,6,-17.0,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,2001,6,2.0,7,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PVD,2001,6,16.8,5,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,2001,6,-14.0,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RIC,2001,6,-2.0,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2001,6,-6.33333333333,3,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2001,6,-6.66666666667,3,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2001,6,22.5,2,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2001,6,3.625,8,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2001,6,0.333333333333,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,2001,6,11.0,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,2001,6,-9.5,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2001,6,13.7777777778,9,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2001,6,25.0833333333,12,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2001,6,33.3333333333,3,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2001,6,-1.33333333333,3,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2001,6,-0.666666666667,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2001,6,29.0,7,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2001,6,24.9333333333,15,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,2001,6,50.6,5,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2001,6,23.0,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2001,6,-2.0,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
VPS,2001,6,5.0,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
ABE,2002,6,79.0,1,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167
ABQ,2002,6,14.0,3,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2002,6,-6.0,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2002,6,-0.375,24,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2002,6,-6.2,5,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,2002,6,-5.0,1,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
BDL,2002,6,2.0,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2002,6,-8.0,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,2002,6,3.0,1,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,2002,6,-3.0,2,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2002,6,-2.0,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2002,6,4.42857142857,7,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2002,6,42.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2002,6,1.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2002,6,112.0,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2002,6,-0.5,4,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2002,6,43.0,4,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,2002,6,4.0,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CHS,2002,6,-8.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2002,6,14.0,1,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2002,6,0.666666666667,9,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2002,6,37.5,2,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CVG,2002,6,61.6,5,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2002,6,3.6,5,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2002,6,87.5,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2002,6,-5.8,5,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2002,6,-8.25,12,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2002,6,-3.29166666667,24,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,2002,6,67.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2002,6,6.07142857143,14,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2002,6,-2.0,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2002,6,-2.625,8,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FCA,2002,6,-8.0,1,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,2002,6,-2.0,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2002,6,-1.0,1,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRB,2002,6,140.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GSP,2002,6,72.0,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2002,6,23.625,8,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2002,6,141.0,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
IAD,2002,6,-8.8,5,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2002,6,6.42857142857,7,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ILM,2002,6,-7.0,1,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
IND,2002,6,2.0,1,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2002,6,25.0,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAX,2002,6,-3.0,3,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2002,6,13.5,4,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2002,6,-6.42857142857,7,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2002,6,5.15384615385,13,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2002,6,-10.4285714286,7,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,2002,6,23.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
MAF,2002,6,26.0,1,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2002,6,-15.0,4,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2002,6,7.85714285714,7,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2002,6,-1.0,5,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2002,6,-0.5,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2002,6,-1.0,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2002,6,-4.0,6,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2002,6,5.0,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MRY,2002,6,-2.5,2,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,2002,6,-6.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2002,6,2.72727272727,11,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2002,6,-3.33333333333,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
MYR,2002,6,-27.0,1,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333
OAK,2002,6,-4.5,4,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2002,6,7.0,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,2002,6,0.0,1,Ontario International,Ontario,CA,34.056,-117.6011944
